payment_ratio_3month,total_usage,total_usage_per_limit,delinquency_score,payment_ratio,payment_ratio_6month,utilization_3month,overlimit_percentage,total_3mo_usage_per_limit,remaining_bill,default_flag,credit_score
78.04,1154800.0,0.050208696,0.0,100.0,100.0,0.159082902,0.0,0.038775043,4793109.0,0,330.9507901094996
86.95,2455140.0,0.350734286,0.0,63.22,78.44,0.657794964,0.0,0.241071429,3136449.0,0,320.56617909718216
36.42,0.0,0.0,0.0,0.0,70.89,0.842074667,0.0,0.012083333,7256996.0,0,330.6120854976033
75.0,7156.0,0.002385333,0.0,16.22,82.5,0.526273917,0.0,0.216666667,1433336.0,0,328.9222382255129
20.21,10000000.0,0.172413793,0.0,35.73,20.8,0.837259625,0.0,0.277658466,55720959.0,0,287.1987162178272
35.84,398611.0,0.01993055,0.0,12.21,33.35,0.484294213,0.0,0.093478188,10142774.0,0,325.9667233814767
99.62,3134618.0,0.052243633,0.0,99.57,99.39,0.054502604,0.0,0.0344158,0.0,0,334.26815314988255
100.03,0.0,0.0,0.0,100.0,66.67,0.121437241,0.0,0.074954688,0.0,0,334.06007518395455
100.02,5284398.0,0.5284398,0.0,100.0,100.0,0.782556375,15.351719999999998,0.53932375,0.0,0,303.5210715216691
621.72,262900.0,0.00328625,0.0,29.98,51.44,0.309880122,0.0,0.159221875,6606298.0,0,326.95654227327407
75.69,205299.0,0.0410598,0.0,100.0,110.15,0.03399175,0.0,0.0397596,310952.0,0,334.1538330527629
100.0,659700.0,0.06597,0.0,100.0,100.0,0.16587025,0.0,0.221994675,0.0,0,328.8212145047543
125.13,54138905.0,0.873208145,0.0,100.0,133.54,0.326580113,0.0,0.548461669,0.0,0,304.4529116405213
9.47,279498.0,0.0558996,0.0,10.71,9.72,1.01776355,0.0,0.04802425,4709716.0,0,330.14015503275
97.82,72.0,1.03e-05,0.0,100.0,133.11,0.052171964,0.0,0.006852857,80988.0,0,336.0647305370942
13.68,0.0,0.0,0.0,0.0,50.84,1.138771519,20.787623076923076,0.095237904,15572744.0,1,312.2340753087765
20.71,0.0,0.0,0.0,0.0,32.07,1.025989029,10.17899680851064,0.149701827,103575120.0,1,256.52779591334837
9.72,0.0,0.0,0.0,9.98,10.21,0.654167063,0.0,0.0,2504863.0,0,334.02559205359154
100.0,43443314.0,0.543041425,0.0,100.0,100.0,0.466483841,0.0,0.287846528,40959328.0,0,290.2065309960221
91.44,100000.0,0.003703704,0.0,100.0,87.63,0.628614602,9.634218518518518,0.43855137,0.0,0,319.16669491188196
75.0,87500.0,0.0175,0.0,17.55,100.06,0.6922825,0.0,0.43390205,3431970.0,0,321.3257986883959
75.0,3391778.0,0.096907943,0.0,0.0,99.75,0.040422286,0.0,0.02780885,0.0,0,333.3049068756318
80.78,7028127.0,0.369901421,0.0,0.0,44.38,0.497188947,0.0,0.300738987,15128342.0,0,310.1705777501953
117.78,17719111.0,0.118127407,0.0,101.01,108.77,0.142868067,0.0,0.164475233,4857417.0,0,326.1592124194019
100.0,1131636.0,0.016166229,0.0,100.06,100.0,0.440668257,0.0,0.158881411,7002196.0,0,326.7874735710857
57.63,7148774.0,0.166250558,0.0,100.06,46.26,0.43570882,0.0,0.062443616,0.0,0,331.174536216198
100.76,0.0,0.0,0.0,114.68,146.7,0.93132795,1.67532,0.64457545,5142644.0,0,314.24935708285113
47.06,0.0,0.0,0.0,0.0,97.94,0.827161667,13.948783333333333,0.497657542,6224377.0,0,310.97018515899566
86.95,507463.0,0.084577167,0.0,64.49,100.0,0.842420208,0.0,0.3076705,4887260.0,0,322.68943751282865
0.0,0.0,0.0,0.0,0.0,31.35,0.0206305,0.0,0.016937531,283371.0,0,335.084875417561
100.0,0.0,0.0,0.0,0.0,100.0,0.008383348,0.0,0.0,0.0,0,335.9268360717206
38.69,566174.0,0.080882,0.0,16.08,111.7,0.4955,2.470542857142857,0.276839286,6439490.0,0,321.2155820302516
12.71,2755083.0,0.067197146,0.0,16.75,8.82,0.865075378,0.0,0.169924659,36729183.0,0,304.9337097105898
16.18,1500000.0,0.03,0.0,10.0,19.22,1.04768878,10.085928,0.06140294,55719515.0,0,290.7731216874815
16.11,0.0,0.0,0.0,25.18,13.36,0.066277375,0.0,0.012196429,829463.0,0,334.8734485186649
0.0,0.0,0.0,0.0,0.0,0.0,0.001936313,0.0,0.0,0.0,1,335.6615941331809
125.0,1278210.0,0.182601429,0.0,202.54,100.0,0.319451321,0.0,0.227782964,0.0,0,326.7339328161205
67.04,3893491.0,0.7786982,0.0,100.0,96.71,0.61933755,0.0,0.60751135,0.0,0,304.528594685781
77.68,4578218.0,0.305214533,0.0,100.86,66.48,0.451601567,11.500806666666668,0.324876733,0.0,0,315.55953524271314
11.89,300000.0,0.05,0.0,0.0,18.98,0.968897458,1.8394166666666667,0.203263292,6072100.0,0,324.11146310109297
10.0,555071.0,0.02775355,0.0,13.22,6.89,0.778629925,0.0,0.056855313,17466148.0,0,321.8145677768833
100.0,0.0,0.0,0.0,101.49,133.33,0.007497308,0.0,0.006310096,0.0,0,336.1396306821701
53.95,2582511.0,0.5165022,0.0,99.86,34.56,0.404238,0.0,0.4827582,0.0,0,312.82475775270876
100.04,367997.0,0.09199925,0.0,100.0,100.01,0.322527125,0.0,0.14813175,666000.0,0,329.9164094593525
0.0,0.0,0.0,0.0,0.0,0.0,0.001849606,0.0,0.0,0.0,0,335.6615941331809
25.65,1014580.0,0.202916,0.0,100.0,100.0,0.24081325,0.0,0.1724561,0.0,0,327.573727801502
10.55,0.0,0.0,0.0,0.0,43.03,1.0051631,4.039070000000001,0.072625,21182401.0,0,317.4328688515904
15.56,545900.0,0.0682375,0.0,0.0,17.47,0.969084875,0.0,0.124238781,7505457.0,0,325.8966366107416
100.0,0.0,0.0,0.0,100.0,100.01,0.550664417,0.0,0.138861111,0.0,0,332.38118320135214
100.0,4871230.0,0.073806515,0.0,100.0,100.0,0.602496178,0.0,0.198440883,0.0,0,329.32281101043077
48.59,418570.0,0.0083714,0.0,0.0,51.15,0.010211635,0.0,0.00795898,0.0,0,335.4171570267158
35.24,1497600.0,0.2496,0.0,34.5,30.38,0.792491,0.0,0.134296917,4589023.0,0,324.2584824414995
102.91,540600.0,0.0901,0.0,194.11,33.33,0.112293792,0.0,0.123374458,445473.0,0,330.88667092043875
12.72,1682544.0,0.019794635,0.0,13.34,30.69,0.779523997,0.0,0.012428,53317974.0,0,299.0345933875351
100.0,552312.0,0.078901714,0.0,121.72,100.0,0.363894714,0.0,0.180601036,1379828.0,0,328.8504348389336
58.45,2053761.0,0.032090016,0.0,100.0,34.7,0.030944344,0.0,0.02163091,0.0,0,334.8365980540121
8.76,553800.0,0.079114286,0.0,4.55,62.08,0.907460964,1.2448714285714284,0.075941036,6850739.0,0,326.97532349895533
29.42,0.0,0.0,0.0,10.0,15.93,0.417226583,0.0,0.0,3857455.0,0,333.1269092802019
9.68,0.0,0.0,0.0,18.55,12.5,0.271414813,0.0,0.0,1791070.0,1,334.5391978426562
91.37,0.0,0.0,0.0,97.6,100.0,0.432482813,0.0,0.007008538,6961117.0,0,331.31699649975286
49.98,53800.0,0.00538,0.0,100.0,0.0,0.00488775,0.0,0.010920725,0.0,0,335.55126038403415
57.07,0.0,0.0,0.0,100.09,6.0,0.148323225,0.0,0.0005397,0.0,0,335.95735457046425
25.01,0.0,0.0,,0.0,0.0,0.0107869,0.0,0.0,0.0,0,335.6615941331809
9.73,0.0,0.0,,0.0,43.37,1.140182917,23.141666666666666,0.122656,3712533.0,0,318.2912207890193
50.0,0.0,0.0,,0.0,100.0,0.0530467,0.0,0.00539665,556322.0,0,335.40169918909686
0.0,0.0,0.0,,0.0,66.67,0.018173219,0.0,0.004519781,141659.0,0,335.6177214494807
100.0,1272375.0,0.1272375,0.0,100.0,100.0,0.134666425,0.0,0.115513975,0.0,0,330.59490922039123
100.0,8786392.0,0.4393196,0.0,100.0,110.67,0.554781275,0.0,0.34256085,0.0,0,318.3793874041781
75.0,580175.0,0.017581061,0.0,100.0,73.61,0.073124098,0.0,0.013244576,2275809.0,0,333.91132969309365
75.0,132360.0,0.04412,0.0,0.0,100.0,0.220566,0.0,0.125519583,754742.0,0,331.1023756836825
65.63,127000.0,0.001154545,0.0,99.78,50.0,0.003076875,0.0,0.0,0.0,1,336.06600639447845
104.31,6430730.0,0.0643073,0.0,99.99,100.31,0.058695005,0.0,0.06652596,0.0,0,333.15325341427973
34.35,1156550.0,0.064252778,0.0,24.41,48.66,1.047657653,10.643177777777778,0.141119472,19605081.0,0,312.1570995257521
78.75,194997.0,0.008124875,0.0,111.09,100.0,0.012122729,0.0,0.004547188,354789.0,0,335.7332368750555
100.08,5176948.0,0.034512987,0.0,100.96,100.0,0.051868657,0.0,0.03328732,502280.0,0,334.3045828419567
10.11,500000.0,0.0625,0.0,0.0,73.49,1.340392938,0.56365,0.065025,7951724.0,0,327.20873659877316
121.57,653300.0,0.06533,0.0,100.0,133.34,0.08705775,0.0,0.077977425,0.0,0,332.9046565143815
100.0,870000.0,0.10875,0.0,100.0,133.33,0.047420313,0.0,0.052445188,0.0,0,332.78082764882674
13.76,0.0,0.0,0.0,10.44,62.88,0.979245656,0.0,0.070790625,6716423.0,0,329.36329572508976
11612.97,3500000.0,0.046052632,0.0,100.0,3824.11,0.038749128,0.0,0.025173612,0.0,0,344.5228600718223
65.59,0.0,0.0,0.0,100.0,83.21,0.747644667,0.0,0.02291625,785354.0,0,335.01241770112716
131.56,784101.0,0.034091348,0.0,100.0,144.88,0.282460261,0.0,0.073185761,0.0,0,333.6648473026446
185.3,817145.0,0.016676429,0.0,100.0,134.28,0.013812852,0.0,0.02169675,0.0,0,335.39350737796195
14.29,1676880.0,0.41922,0.0,18.91,18.41,0.801851813,4.2783,0.13,4017197.0,0,319.3022950622347
99.86,433996.0,0.013562375,0.0,189.96,100.0,0.045993688,0.0,0.030231328,1764321.0,0,334.1989081917471
45.61,0.0,0.0,0.0,101.35,75.59,0.543547036,0.0,0.19888675,1712592.0,0,329.50322911832706
21.06,1002402.0,0.0501201,0.0,0.0,25.27,0.90569875,11.965924999999999,0.1343516,20467810.0,0,311.2353521311251
33.12,550000.0,0.055,0.0,43.28,33.35,0.76970725,0.0,0.223808075,7680264.0,0,323.44754118760824
75.0,405680.0,0.081136,0.0,100.0,100.0,0.10435465,0.0,0.10191255,0.0,0,331.85219970094323
7.36,135135.0,0.027027,0.0,0.0,9.87,1.06860065,12.506639999999999,0.07338725,5643612.0,1,323.06751146634315
43.68,1539000.0,0.07695,0.0,61.08,50.64,1.01095495,13.063130000000001,0.456270038,22707747.0,0,300.0043722012608
100.0,42286568.0,1.006823048,0.0,100.0,100.0,0.58599131,2.6918595238095238,0.488418369,0.0,0,302.1230707164991
100.06,3336755.0,0.278062917,0.0,100.1,100.85,0.47374,0.0,0.028833958,0.0,0,330.1118338511326
100.0,99000.0,0.0198,0.0,111.54,100.0,0.4235218,0.0,0.17204095,1271428.0,0,330.26004530923416
32.45,26652913.0,0.333161413,,0.0,70.78,0.384810009,0.0,0.094840384,35137442.0,0,303.11725527238707
28.21,814519.0,0.135753167,,0.0,53.45,0.328175542,0.0,0.066757792,2296647.0,0,329.810728936622
22.55,564855.0,0.14121375,,0.0,30.07,0.340994,0.0,0.0690995,2107620.0,0,329.70730775231203
101.22,6409420.0,0.110507241,0.0,101.2,100.0,0.051649901,0.0,0.058894879,0.0,0,332.48400482607684
100.0,500000.0,0.05,0.0,100.1,101.33,0.328689625,0.0,0.047574,0.0,0,333.9538543457303
75.08,55183971.0,0.689799638,0.0,33.89,50.64,0.448222863,16.2155475,0.288698728,75993888.0,0,255.26269636452392
100.17,40679023.0,0.462261625,0.0,99.62,100.0,0.568104611,0.0,0.485859256,0.0,0,313.9485742081478
20.86,2056000.0,0.137066667,0.0,16.65,50.5,1.158610067,0.0,0.093478767,14752570.0,0,320.67170525317124
22.82,805000.0,0.161,0.0,19.41,67.39,1.40465325,55.63878,0.1648499,7775939.0,0,295.15414988267423
35.38,0.0,0.0,0.0,0.0,46.03,0.06860955,0.0,0.0,125566.0,1,335.6988431055988
15.08,355366.0,0.01421464,0.0,24.96,91.29,1.07639742,13.743568,0.13339752,25030029.0,0,308.2241421586145
90.8,607068.0,0.0303534,0.0,100.0,94.98,0.687455125,0.0,0.153395088,18758690.0,0,318.71096670408826
53.23,136.0,6.8e-06,0.0,100.0,63.8,0.00951795,0.0,0.0035225,27874.0,1,336.0089466641068
63.63,5083461.0,0.25417305,0.0,27.0,133.33,0.566850775,0.0,0.129032275,15122148.0,0,317.4506722868363
15.12,0.0,0.0,0.0,0.0,19.01,1.225457148,15.088633333333334,0.202184037,32507445.0,0,300.6026624150063
11.58,0.0,0.0,0.0,35.07,10.61,1.166096389,1.9800166666666668,0.055555556,18412734.0,0,320.82438928729584
49.63,0.0,0.0,0.0,28.29,105.86,0.783956063,0.0,0.389490438,1525684.0,0,324.2235211243345
100.0,2709338.0,0.077409657,0.0,100.0,100.0,0.079846057,0.0,0.105641071,0.0,0,331.8203100997653
92.96,80950.0,0.00202375,0.0,72.19,139.27,0.718043931,0.0,0.085488081,27890899.0,0,314.9955568086715
100.0,643324.0,0.027970609,0.0,100.0,66.84,0.275899815,0.0,0.193590609,0.0,0,330.2450590069946
84.95,1408272.0,0.0704136,0.0,0.0,100.0,1.057973138,16.70194,0.571081013,23502001.0,1,294.54698438991596
86.01,10989050.0,0.407001852,0.0,100.0,100.22,1.103644778,2.315988888888889,0.304553537,26535770.0,0,300.93147372102084
5.33,0.0,0.0,0.0,0.0,92.86,1.003846947,0.0,0.0,4406200.0,0,332.9307356351467
5.38,0.0,0.0,0.0,0.0,19.1,0.835907333,0.0,0.038083333,2425485.0,0,333.02022460842045
15.14,2050000.0,0.292857143,0.0,44.55,27.85,1.163175571,21.82945714285714,0.0,8492519.0,0,313.60305310073545
36.96,250000.0,0.041666667,0.0,31.42,48610.4,0.337598167,0.0,0.176647042,481249.0,0,458.6825952812064
100.0,0.0,0.0,0.0,100.04,100.0,0.296691179,0.0,0.377230071,2114581.0,0,324.36044158678857
50.0,0.0,0.0,0.0,0.0,66.83,0.013932926,0.0,0.00943725,0.0,0,335.57786942468925
26.52,40000.0,0.005,0.0,34.02,50.4,0.774384625,19.6880625,0.28875,8144121.0,0,312.4557709411404
73.28,0.0,0.0,0.0,97.79,99.1,0.006358413,0.0,0.0,52916.0,0,336.17669245051223
99.46,246180.0,0.027353333,0.0,99.53,99.98,0.035683667,0.0,0.061792056,0.0,0,333.9882455828165
75.0,393800.0,0.131266667,0.0,19.53,66.67,0.61111625,0.0,0.504107167,2708602.0,0,317.61587524463806
28.32,0.0,0.0,0.0,0.0,55.95,0.865060163,12.625953846153845,0.25,27255983.0,1,304.159421042603
75.0,10267886.0,0.41071544,0.0,110.3,76.5,0.320724,0.0,0.27554163,0.0,0,320.71921160116966
0.0,0.0,0.0,0.0,0.0,0.0,0.010459017,0.0,1.14e-05,0.0,0,335.6612788676942
100.0,350000.0,0.038888889,0.0,100.0,100.0,0.257911389,0.0,0.028888889,0.0,0,334.6791347156417
32.43,7409984.0,0.389999158,0.0,51.69,44.17,0.768724329,0.0,0.184228947,18948137.0,0,310.5792470593133
12.75,12000.0,0.004,0.0,0.0,14.25,1.01679475,12.393866666666668,0.015460833,3376599.0,1,326.7094157190744
102.06,3653310.0,0.214900588,0.0,100.0,133.33,0.777553412,0.0,0.793348221,0.0,0,310.26238052637075
37.97,0.0,0.0,0.0,0.0,66.59,0.62830725,0.0,0.054166667,7436590.0,0,329.315523781462
68.91,273500.0,0.014394737,0.0,70.46,64.94,0.161418697,0.0,0.019206355,986284.0,0,334.56866524324477
55.8,0.0,0.0,0.0,24.22,97.99,0.693656643,0.0,0.375881214,5015769.0,0,322.2088559241886
38.29,1495130.0,0.249188333,0.0,100.0,-4.68,0.089748333,0.0,0.071708333,1249500.0,0,328.3535718718659
100.0,22097.0,0.00110485,0.0,100.0,0.0,0.13458465,0.0,0.065075,3277431.0,0,331.92086227469315
100.0,13808704.0,0.55234816,0.0,100.0,100.26,1.59641632,0.0,0.90890149,32412682.0,0,278.628907882045
100.0,2619620.0,0.523924,0.0,100.0,100.0,0.88863265,12.54762,0.8660823,0.0,0,295.9746734530489
79.94,2109769.0,0.351628167,0.0,30.49,100.0,1.145379,12.998433333333335,0.513964208,6311721.0,0,304.3105002174632
22.5,1171100.0,0.1673,0.0,38.53,52.64,0.7146575,0.0,0.062076429,5659810.0,0,327.17614940830344
25.0,0.0,0.0,0.0,0.0,100.0,0.005043025,0.0,9.89e-05,106239.0,1,335.85231789724077
9.26,300000.0,0.06,0.0,10.0,6.42,1.0292735,0.0,0.0765,4888777.0,0,329.1424592466993
10.68,0.0,0.0,0.0,0.0,23.82,1.458072855,54.76842105263158,0.223148342,39258776.0,1,275.60992332014337
75.0,5894584.0,0.05894584,0.0,10.62,100.02,0.329164185,0.0,0.13768405,46983943.0,0,299.27798344693497
123.2,483900.0,0.01613,0.0,182.91,-19.32,0.024002475,0.0,0.016021858,648139.0,0,334.95972145606333
76.43,3550000.0,0.71,0.0,100.0,100.02,0.64116795,1.2676,0.2818048,2166665.0,0,312.7592509598132
100.0,1576433.0,0.019462136,0.0,100.0,100.42,0.052244531,0.0,0.031242938,0.0,0,334.98645426030436
28.46,2878725.0,0.23989375,0.0,0.0,105.52,0.226641542,0.0,0.124998604,3975329.0,0,325.2134993266035
28.91,453.0,6.47e-05,0.0,0.0,53.93,0.034119071,0.0,0.000108143,77163.0,1,335.7482746473684
100.0,0.0,0.0,0.0,100.0,137.39,0.061093569,0.0,0.029978977,0.0,0,335.4914516003676
13.77,0.0,0.0,0.0,13.12,0.0,0.754002775,0.0,0.1283615,7871447.0,0,326.8318678326273
37.16,48000.0,0.0048,0.0,0.0,18.49,0.034113925,0.0,0.0,144708.0,0,335.52111857267516
50.0,2874426.0,0.04562581,0.0,0.0,66.67,0.073032437,0.0,0.052314429,0.0,0,333.5196294005785
69.17,0.0,0.0,0.0,0.0,39.33,1.0260842,13.51568,0.3056033,5643612.0,1,316.7351852358354
76.79,521006.0,0.06512575,0.0,100.0,66.67,0.525116969,0.0,0.157020969,3495268.0,0,328.1841172904317
85.84,1279600.0,0.25592,0.0,38.53,114.93,1.0726531,13.14308,0.3899972,5610709.0,0,310.03260029289487
39.33,645006.0,0.1290012,0.0,39.07,66.67,0.8929545,0.0,0.09616185,4404355.0,0,327.85261650137335
12.17,274998.0,0.03437475,,0.0,12.78,1.005480563,19.76185,0.0375,9574549.0,0,317.6391932918023
11.83,4265429.0,0.071090483,,0.0,26.87,0.927046308,5.164736666666666,0.113701596,66019567.0,0,284.0363746382292
16.02,0.0,0.0,,0.0,21.71,1.028194719,12.218025,0.135740563,8921541.0,0,319.82078072554754
21.33,32000.0,0.004,,0.0,20.44,1.10139525,14.826487499999999,0.146875,9188699.0,0,317.94670863131756
100.18,1144239.0,0.2288478,0.0,100.03,100.0,0.451386,0.0,0.2017384,3418498.0,0,323.9585837087413
100.0,322045.0,0.046006429,0.0,104.17,100.0,0.782232071,0.0,0.218178571,0.0,0,329.3205959867434
100.0,16237732.0,0.180419244,0.0,100.0,100.01,0.404402344,0.0,0.284665383,0.0,0,324.90060536786996
27.14,0.0,0.0,0.0,39.52,33.42,0.86183385,0.0,0.1285393,3190006.0,0,330.15648009997426
50.0,3094900.0,0.053360345,0.0,100.0,171.1,0.312903694,0.0,0.009988121,0.0,0,335.1138248569983
74.11,443274.0,0.1108185,0.0,59.35,99.69,0.458337188,0.0,0.204876625,2871822.0,0,326.37645651481677
75.01,1014616.0,0.1014616,0.0,19.33,100.41,0.64566375,0.0,0.0,3704493.0,0,331.5425650362606
61.2,0.0,0.0,0.0,39.03,90.37,0.417417788,0.0,0.165935,10316851.0,0,324.45648337332625
73.6,1457686.0,0.2915372,0.0,70.8,100.02,0.19264275,0.0,0.12349365,2389980.0,0,325.5331534690212
11.15,324000.0,0.018,0.0,24.41,12.31,1.082665639,9.654766666666667,0.147807597,18946422.0,0,313.6996075942609
25.07,0.0,0.0,0.0,0.0,68.61,0.92276585,0.51282,0.12963815,4739082.0,1,328.79964653368324
97.22,48192.0,0.000730182,0.0,100.0,100.33,0.007274489,0.0,0.004242326,61624.0,0,336.04930268916075
99.95,955543.0,0.012250551,0.0,98.85,98.97,0.335101952,0.0,0.087612593,0.0,0,333.5581622093398
62.37,375000.0,0.006465517,0.0,100.0,27.75,0.019889276,0.0,0.002883224,231029.0,0,335.6702927204508
0.0,215.0,1.08e-05,0.0,0.0,0.0,0.004804063,0.0,0.0,0.0,1,335.6613877111626
517.5,6764379.0,0.845547375,0.0,154.97,569.85,0.853255094,0.150075,0.405940031,0.0,0,310.1670514647815
7.5,0.0,0.0,0.0,18.83,77.64,1.184518838,3.723955,0.0,15797764.0,0,323.38457669380676
20.09,282500.0,0.040357143,0.0,32.43,20.08,1.297495607,1.6825428571428571,0.115175321,6810193.0,0,326.4100764467291
75.0,3217000.0,0.459571429,,0.0,100.0,0.143673179,0.0,0.126786179,0.0,0,323.6367235335789
0.0,808500.0,0.2695,,0.0,0.0,0.057100083,0.0,0.056666667,0.0,0,328.9434910956278
50.0,0.0,0.0,,0.0,100.0,0.64455805,0.0,0.193280733,11702031.0,0,322.67490535463736
13.24,0.0,0.0,,0.0,16.76,0.6269305,0.0,0.0,2133888.0,0,334.2642324658639
9.76,6507276.0,0.3253638,0.0,18.28,64.48,0.839397013,11.55772,0.2730528,19933777.0,0,302.86183569729263
25.05,0.0,0.0,0.0,100.0,66.67,0.585197167,10.512866666666666,0.266025333,0.0,0,323.5132159472977
395.55,11769727.0,0.294243175,0.0,422.86,629.58,1.0361049,0.0,0.689226525,9607353.0,0,307.40101655192
8.36,212138.0,0.070712667,,0.0,7.45,0.731237833,0.0,0.002923083,2398400.0,0,332.6284348442578
0.0,0.0,0.0,,0.0,50.0,0.01189015,0.0,0.0,0.0,0,335.7942151024507
43.69,4049796.0,0.016199184,,0.0,69.68,0.071270785,0.0,0.013026784,0.0,0,335.1765433024619
100.0,685000.0,0.137,0.0,100.0,100.0,0.32708315,0.0,0.2384328,0.0,0,327.00901330629216
48.41,753150.0,0.125525,0.0,96.92,33.87,0.085705667,0.0,0.159054042,0.0,0,329.2390704314426
100.04,3628610.0,0.725722,0.0,99.92,102.86,0.75536885,14.45572,0.635598,0.0,0,297.54383081386317
73.66,576400.0,0.192133333,0.0,83.1,58.89,0.767703417,0.0,0.25722375,1684097.0,0,324.1388645365697
12.1,1934685.0,0.16122375,0.0,14.46,10.59,1.09633925,12.704341666666666,0.090054167,13903655.0,0,314.4060816501637
6.09,574000.0,0.0287,0.0,12.02,15.18,1.067626275,13.15249,0.118310488,22629584.0,0,310.0423471434974
52.48,327900.0,0.0409875,0.0,0.0,76.11,0.636495313,0.0,0.199248906,5957138.0,0,325.54477425354236
75.01,11769727.0,0.309729658,0.0,100.0,99.98,0.869788579,1.1824736842105263,0.555624934,0.0,0,314.34369018972336
100.0,6574626.0,0.597693273,0.0,111.01,140.86,0.545634682,0.0,0.505219886,0.0,0,310.96655528518426
76.13,10680604.0,0.125654165,0.0,100.0,100.1,0.124491035,0.0,0.059957991,4541084.0,0,329.09353034427477
88.85,0.0,0.0,0.0,99.53,76.19,0.4092691,0.0,0.00188535,0.0,0,336.10466488029675
26.3,0.0,0.0,0.0,0.0,16.1,0.438633632,0.0,0.090085585,26151581.0,0,315.5430060282122
75.0,143990.0,0.01799875,0.0,113.94,100.0,0.015857875,0.0,0.0071875,173197.0,0,335.6025892686519
13.34,0.0,0.0,0.0,0.0,20.62,1.119211107,10.497871428571429,0.095779107,7708474.0,0,322.60378097717444
114.32,6507276.0,0.282925043,0.0,0.0,42.46,0.818356739,11.030460869565218,0.48706037,23477111.0,0,295.51218665327264
65.85,1408272.0,0.0704136,0.0,0.0,62.64,0.973857163,16.696659999999998,0.41254415,23277117.0,0,298.9867977624947
13.77,846006.0,0.03384024,0.0,10.6,14.21,0.5026276,0.0,0.03777551,13903655.0,0,324.6446708904862
17.38,0.0,0.0,0.0,69.52,0.0,0.003338816,0.0,0.0,0.0,0,335.86633484151037
100.0,461500.0,0.010988095,0.0,100.0,100.0,0.993987185,1.1305666666666667,0.506392845,0.0,0,321.44112745532004
6.09,0.0,0.0,0.0,0.0,11.29,0.586995762,0.0,0.015296615,37631046.0,0,309.84213165830874
6.7,0.0,0.0,0.0,46.82,-82.01,0.78758275,0.0,0.1658505,4032270.0,0,328.2708767022342
90.82,355366.0,0.014806917,0.0,78.17,97.41,1.19554525,15.526379166666668,0.494791667,24595235.0,0,297.79274434010335
49.93,387349.0,0.0774698,0.0,0.0,100.0,1.08427615,8.63712,0.3490186,5119465.0,0,317.0111711593282
44.54,3718098.0,0.1859049,0.0,17.15,46.39,0.426943288,0.7952849999999999,0.155812488,14728514.0,0,317.6231210585828
10.15,0.0,0.0,0.0,19.44,43.65,0.74495595,0.0,0.0,3680969.0,0,333.347483027883
20.56,84000.0,0.0042,0.0,0.0,23.78,1.0890309,15.032514999999998,0.170024575,22432152.0,0,308.2601285748275
29.88,169443.0,0.003197038,0.0,16.48,63.94,0.013281995,0.0,0.003715094,68752.0,0,335.6694244981595
30.95,0.0,0.0,0.0,72.06,31.77,0.047380443,0.0,0.018170455,706925.0,0,334.97792911474994
36.86,11544.0,0.002886,0.0,0.0,9.47,0.691870063,0.0,0.031404375,2707473.0,0,332.93369452375066
11.65,0.0,0.0,0.0,0.0,20.97,0.79058575,0.0,0.0533394,4367982.0,0,331.29078215195483
26.63,0.0,0.0,0.0,36.01,50.71,1.075755917,24.099966666666667,0.178329667,3722395.0,0,316.3906971295116
55.42,1534000.0,0.127833333,0.0,33.79,34.67,0.741895521,0.0,0.0844375,7451850.0,0,326.03962787047544
5.56,0.0,0.0,0.0,0.0,6.57,1.126174225,14.205716666666667,0.078896942,32788863.0,0,304.2310024774181
25.0,0.0,0.0,0.0,31.99,100.0,0.011940667,0.0,0.005,1178242.0,0,335.0866648084788
14.84,0.0,0.0,0.0,12.32,12.22,0.199739338,0.0,0.018396038,4001931.0,0,332.5175424402015
75.09,16500000.0,0.179347826,0.0,100.0,99.99,0.834799576,13.335623913043479,0.239397777,90801965.0,0,258.1443000979672
-57792.34,157950.0,0.01974375,0.0,112.0,104.72,0.038276781,0.0,0.020535,543922.0,0,334.9564296158683
100.0,6925964.0,0.364524421,0.0,100.0,100.0,0.456008684,0.0,0.428787382,11152877.0,0,309.86034655424027
8.03,20000.0,0.002857143,0.0,0.0,11.64,1.054043964,11.713342857142857,0.067480357,7894910.0,1,322.57350634495566
28.45,3583418.0,0.07166836,0.0,12.47,100.0,0.67743256,0.0,0.09668943,41630344.0,0,303.79120872796165
30.82,0.0,0.0,0.0,5.42,14.11,1.029878,1.282557142857143,0.317315643,6934701.0,1,321.61199277876057
80.48,0.0,0.0,0.0,69.24,97.48,0.341451214,0.0,0.001343,1192748.0,0,335.28101676831005
83.24,656900.0,0.06569,0.0,102.01,44.06,0.10714245,0.0,0.08622805,1351974.0,0,331.5252214671679
99.18,539013.0,0.067376625,0.0,99.67,99.91,0.041078125,0.0,0.049066063,0.0,0,333.5754366918895
100.19,4627001.0,0.9254002,0.0,100.0,92.9,0.74305015,0.0,0.3808718,0.0,0,307.9822383294082
15.14,0.0,0.0,0.0,0.0,21.29,0.8691243,0.0,0.11765435,4702338.0,0,329.2870933050748
14.65,123000.0,0.0246,0.0,14.11,13.34,0.93205305,0.0,0.08584785,4321811.0,0,329.9740952823906
53.65,3153971.0,0.15769855,0.0,75.82,63.05,1.061266675,1.5010000000000001,0.1824798,9505419.0,0,320.81755998996493
50.0,6050000.0,0.75625,0.0,100.0,49.96,0.4527745,0.0,0.41763175,0.0,0,310.08474502265466
